region_name,region_code,reporting_year,reporting_pop,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,pop_in_poverty,spr,pg,estimate_type
Other High Income Countries,OHI,1985,865752734,3,0.008548771988578006,0.004018825960267138,0.002787817871391975,0.008075215085140348,43.24071924472463,7401123,0.15828567553688153,1.3932276156881762,actual
Other High Income Countries,OHI,1986,871419408,3,0.008290837990752609,0.0041741484488356595,0.0029831175523976003,0.00853608533304123,44.4258000938791,7224797,0.15719738389767832,1.367812434475839,actual
Other High Income Countries,OHI,1987,877278526,3,0.007538882547814076,0.0040596626431479346,0.0029393972695785898,0.008501699094602707,46.27295369980508,6613700,0.15711717417398147,1.3274024314989539,actual
Other High Income Countries,OHI,1988,883403363,3,0.00675427592698225,0.0035975578151004007,0.002570377268322233,0.0075261437770570575,47.60745516226181,5966750,0.1550248152028825,1.248824969343748,actual
Other High Income Countries,OHI,1989,890201548,3,0.006297169170046431,0.0034482614902186133,0.0024941242895378133,0.007288425280526921,48.916513435212266,5605750,0.15354163864339654,1.2104081530039437,actual
Other High Income Countries,OHI,1990,896965640,3,0.006269058811075242,0.0034314985947258027,0.002504897626178915,0.0072816749550155225,49.34087259840346,5623130,0.1540588059003128,1.1979826327231817,actual
Other High Income Countries,OHI,1991,904767744,3,0.006403825576710623,0.003674164561509437,0.0027227396906276597,0.007809941229667862,49.675045821744476,5793975,0.15647936338539958,1.1999682883161626,actual
Other High Income Countries,OHI,1992,913149136,3,0.007043175323846863,0.0038782300733145674,0.0028761525198401747,0.008191715432081451,50.048660517201455,6431469,0.15853955805528006,1.2046678598211835,actual
Other High Income Countries,OHI,1993,920882889,3,0.008279786969937806,0.0044148739321575895,0.0033130694056423024,0.009389626983983863,50.382806693577095,7624714,0.16258606841130704,1.2585955948928762,actual
Other High Income Countries,OHI,1994,928052497,3,0.007910425212948515,0.004436088463790898,0.0033150640233009566,0.00930937527556569,51.28124950287291,7341290,0.1625708979087817,1.2213717254180845,actual
Other High Income Countries,OHI,1995,935012745,3,0.007735867897908086,0.004216186608752436,0.0031607430069556484,0.008835080814029733,52.11419702232449,7233135,0.1589561121977878,1.1921301978097243,actual
Other High Income Countries,OHI,1996,942168995,3,0.006996232801660763,0.004164511617611445,0.003191901510072892,0.009051773296471607,53.004714008662106,6591634,0.16095892151948654,1.1892795765841964,actual
Other High Income Countries,OHI,1997,949171428,3,0.006867673258980174,0.004290526836054433,0.0033148133787868983,0.009474919605558147,54.103052554022426,6518599,0.15852838340931577,1.1988031005953383,actual
Other High Income Countries,OHI,1998,955970892,3,0.00679137659731138,0.004610810654650703,0.0036260333427549866,0.010188374010403446,55.3866124041443,6492358,0.15845113240123182,1.2101112695358878,actual
Other High Income Countries,OHI,1999,962685948,3,0.0064448082176093435,0.0041877009995893435,0.00328331515223526,0.00933641355088713,56.863141358725066,6204326,0.15640845819934907,1.155880698394862,actual
Other High Income Countries,OHI,2000,969875857,3,0.0061137028475245995,0.004101298447016757,0.0032403068417814346,0.009163066797914498,58.23387665710682,5929533,0.15440355548665902,1.132245867373484,actual
Other High Income Countries,OHI,2001,977324706,3,0.007029330120581951,0.004496826293614461,0.0035662046492830157,0.009989205995409036,58.69633888234348,6869938,0.1550622909502883,1.1409051972101478,actual
Other High Income Countries,OHI,2002,984790672,3,0.007206436521577519,0.004427474418718695,0.0035111870901009365,0.00983023383142026,59.16652824646118,7096831,0.15573792316698556,1.1293287803805216,actual
